  PID TTY      STAT   TIME COMMAND
15077 pts/4    R+     0:00 ./prog1
15078 pts/4    R+     0:00 ./prog1
15079 pts/4    R+     0:00 ./prog1
15080 pts/4    R+     0:00 ./prog1
15081 pts/4    R+     0:00 ./prog1
15082 pts/4    R+     0:00 ./prog1
15083 pts/4    R+     0:00 ./prog1
15084 pts/4    R+     0:00 ./prog1
15085 pts/4    R+     0:00 ./prog1
15086 pts/4    R+     0:00 ./prog1
15087 pts/4    R+     0:00 ./prog1
15088 pts/4    R+     0:00 ./prog1
15089 pts/4    R+     0:00 ./prog1
15090 pts/4    R+     0:00 ./prog1
15091 pts/4    R+     0:00 ./prog1
15092 pts/4    R+     0:00 ./prog1
15093 pts/4    R+     0:00 ./prog1
15094 pts/4    R+     0:00 ./prog1
15095 pts/4    R+     0:00 ./prog1
15096 pts/4    R+     0:00 ./prog1
15097 pts/4    R+     0:00 ./prog1
15098 pts/4    R+     0:00 ./prog1
15099 pts/4    R+     0:00 ./prog1
15100 pts/4    R+     0:00 ./prog1
15101 pts/4    R+     0:00 ./prog1
15102 pts/4    R+     0:00 ./prog1
15103 pts/4    R+     0:00 ./prog1
15104 pts/4    R+     0:00 ./prog1
15105 pts/4    R+     0:00 ./prog1
15106 pts/4    R+     0:00 ./prog1
15107 pts/4    R+     0:00 ./prog1
15108 pts/4    R+     0:00 ./prog1
15109 pts/4    R+     0:00 ./prog1
15110 pts/4    R+     0:00 ./prog1
15111 pts/4    R+     0:00 ./prog1
15112 pts/4    R+     0:00 ./prog1
15113 pts/4    R+     0:00 ./prog1
15114 pts/4    R+     0:00 ./prog1
15115 pts/4    R+     0:00 ./prog1
15116 pts/4    R+     0:00 ./prog1
15117 pts/4    R+     0:00 ./prog1
15118 pts/4    R+     0:00 ./prog1
15119 pts/4    R+     0:00 ./prog1
15120 pts/4    R+     0:00 ./prog1
15121 pts/4    R+     0:00 ./prog1
15122 pts/4    R+     0:00 ./prog1
15123 pts/4    R+     0:00 ./prog1
15124 pts/4    R+     0:00 ./prog1
15125 pts/4    R+     0:00 ./prog1
15126 pts/4    R+     0:00 ./prog1
15127 pts/4    R+     0:00 ./prog1
15128 pts/4    R+     0:00 ./prog1
15129 pts/4    R+     0:00 ./prog1
15130 pts/4    R+     0:00 ./prog1
15131 pts/4    R+     0:00 ./prog1
15132 pts/4    R+     0:00 ./prog1
15133 pts/4    R+     0:00 ./prog1
15134 pts/4    R+     0:00 ./prog1
15135 pts/4    R+     0:00 ./prog1
15136 pts/4    R+     0:00 ./prog1
15137 pts/4    R+     0:00 ./prog1
15138 pts/4    R+     0:00 ./prog1
15139 pts/4    R+     0:00 ./prog1
15140 pts/4    R+     0:00 ./prog1
15141 pts/4    R+     0:00 ./prog1
15142 pts/4    R+     0:00 ./prog1
15143 pts/4    R+     0:00 ./prog1
15144 pts/4    R+     0:00 ./prog1
15145 pts/4    R+     0:00 ./prog1
15146 pts/4    R+     0:00 ./prog1
15147 pts/4    R+     0:00 ./prog1
15148 pts/4    R+     0:00 ./prog1
15149 pts/4    R+     0:00 ./prog1
15150 pts/4    R+     0:00 ./prog1
15151 pts/4    R+     0:00 ./prog1
15152 pts/4    R+     0:00 ./prog1
15153 pts/4    R+     0:00 ./prog1
15154 pts/4    R+     0:00 ./prog1
15155 pts/4    R+     0:00 ./prog1
15156 pts/4    R+     0:00 ./prog1
15157 pts/4    R+     0:00 ./prog1
15158 pts/4    R+     0:00 ./prog1
15159 pts/4    R+     0:00 ./prog1
15160 pts/4    R+     0:00 ./prog1
15161 pts/4    R+     0:00 ./prog1
15162 pts/4    R+     0:00 ./prog1
15163 pts/4    R+     0:00 ./prog1
15164 pts/4    R+     0:00 ./prog1
15165 pts/4    R+     0:00 ./prog1
15166 pts/4    R+     0:00 ./prog1
15167 pts/4    R+     0:00 ./prog1
15168 pts/4    R+     0:00 ./prog1
15169 pts/4    R+     0:00 ./prog1
15170 pts/4    R+     0:00 ./prog1
15171 pts/4    R+     0:00 ./prog1
15172 pts/4    R+     0:00 ./prog1
15173 pts/4    R+     0:00 ./prog1
15174 pts/4    R+     0:00 ./prog1
15175 pts/4    R+     0:00 ./prog1
15176 pts/4    R+     0:00 ./prog1
15177 pts/4    R+     0:00 ./prog1
15178 pts/4    R+     0:00 ./prog1
15179 pts/4    R+     0:00 ./prog1
15180 pts/4    R+     0:00 ./prog1
15181 pts/4    R+     0:00 ./prog1
15182 pts/4    R+     0:00 ./prog1
15183 pts/4    R+     0:00 ./prog1
15184 pts/4    R+     0:00 ./prog1
15185 pts/4    R+     0:00 ./prog1
15186 pts/4    R+     0:00 ./prog1
15187 pts/4    R+     0:00 ./prog1
15188 pts/4    R+     0:00 ./prog1
15189 pts/4    R+     0:00 ./prog1
15190 pts/4    R+     0:00 ./prog1
15191 pts/4    R+     0:00 ./prog1
15192 pts/4    R+     0:00 ./prog1
15193 pts/4    R+     0:00 ./prog1
15194 pts/4    R+     0:00 ./prog1
15195 pts/4    R+     0:00 ./prog1
15196 pts/4    R+     0:00 ./prog1
15197 pts/4    R+     0:00 ./prog1
15198 pts/4    R+     0:00 ./prog1
15199 pts/4    R+     0:00 ./prog1
15200 pts/4    R+     0:00 ./prog1
15201 pts/4    R+     0:00 ./prog1
15202 pts/4    R+     0:00 ./prog1
15203 pts/4    R+     0:00 ./prog1
15204 pts/4    R+     0:00 ./prog1
15205 pts/4    R+     0:00 ./prog1
15206 pts/4    R+     0:00 ./prog1
15207 pts/4    R+     0:00 ./prog1
15208 pts/4    R+     0:00 ./prog1
15209 pts/4    R+     0:00 ./prog1
15210 pts/4    R+     0:00 ./prog1
15211 pts/4    R+     0:00 ./prog1
15212 pts/4    R+     0:00 ./prog1
15213 pts/4    R+     0:00 ./prog1
15214 pts/4    R+     0:00 ./prog1
15215 pts/4    R+     0:00 ./prog1
15216 pts/4    R+     0:00 ./prog1
15217 pts/4    R+     0:00 ./prog1
15218 pts/4    R+     0:00 ./prog1
15219 pts/4    R+     0:00 ./prog1
15220 pts/4    R+     0:00 ./prog1
15221 pts/4    R+     0:00 ./prog1
15222 pts/4    R+     0:00 ./prog1
15223 pts/4    R+     0:00 ./prog1
15224 pts/4    R+     0:00 ./prog1
15225 pts/4    R+     0:00 ./prog1
15226 pts/4    R+     0:00 ./prog1
15227 pts/4    R+     0:00 ./prog1
15228 pts/4    R+     0:00 ./prog1
15229 pts/4    R+     0:00 ./prog1
15230 pts/4    R+     0:00 ./prog1
15231 pts/4    R+     0:00 ./prog1
15232 pts/4    R+     0:00 ./prog1
15233 pts/4    R+     0:00 ./prog1
15234 pts/4    R+     0:00 ./prog1
15235 pts/4    R+     0:00 ./prog1
15236 pts/4    R+     0:00 ./prog1
15237 pts/4    R+     0:00 ./prog1
15238 pts/4    R+     0:00 ./prog1
15239 pts/4    R+     0:00 ./prog1
15240 pts/4    R+     0:00 ./prog1
15241 pts/4    R+     0:00 ./prog1
15242 pts/4    R+     0:00 ./prog1
15243 pts/4    R+     0:00 ./prog1
15244 pts/4    R+     0:00 ./prog1
15245 pts/4    R+     0:00 ./prog1
15246 pts/4    R+     0:00 ./prog1
15247 pts/4    R+     0:00 ./prog1
15248 pts/4    R+     0:00 ./prog1
15249 pts/4    R+     0:00 ./prog1
15250 pts/4    R+     0:00 ./prog1
15251 pts/4    R+     0:00 ./prog1
15252 pts/4    R+     0:00 ./prog1
15253 pts/4    R+     0:00 ./prog1
15254 pts/4    R+     0:00 ./prog1
15255 pts/4    R+     0:00 ./prog1
15256 pts/4    R+     0:00 ./prog1
15257 pts/4    R+     0:00 ./prog1
15258 pts/4    R+     0:00 ./prog1
15259 pts/4    R+     0:00 ./prog1
15260 pts/4    R+     0:00 ./prog1
15261 pts/4    R+     0:00 ./prog1
15262 pts/4    R+     0:00 ./prog1
15263 pts/4    R+     0:00 ./prog1
15264 pts/4    R+     0:00 ./prog1
15265 pts/4    R+     0:00 ./prog1
15266 pts/4    R+     0:00 ./prog1
15267 pts/4    R+     0:00 ./prog1
15268 pts/4    R+     0:00 ./prog1
15269 pts/4    R+     0:00 ./prog1
15270 pts/4    R+     0:00 ./prog1
15271 pts/4    R+     0:00 ./prog1
15272 pts/4    R+     0:00 ./prog1
15273 pts/4    R+     0:00 ./prog1
15274 pts/4    R+     0:00 ./prog1
15275 pts/4    R+     0:00 ./prog1
15276 pts/4    R+     0:00 ./prog1
15277 pts/4    R+     0:00 ./prog1
15278 pts/4    R+     0:00 ./prog1
15279 pts/4    R+     0:00 ./prog1
15280 pts/4    R+     0:00 ./prog1
15281 pts/4    R+     0:00 ./prog1
15282 pts/4    R+     0:00 ./prog1
15283 pts/4    R+     0:00 ./prog1
15284 pts/4    R+     0:00 ./prog1
15285 pts/4    R+     0:00 ./prog1
15286 pts/4    R+     0:00 ./prog1
15287 pts/4    R+     0:00 ./prog1
15288 pts/4    R+     0:00 ./prog1
15289 pts/4    R+     0:00 ./prog1
15290 pts/4    R+     0:00 ./prog1
15291 pts/4    R+     0:00 ./prog1
15292 pts/4    R+     0:00 ./prog1
15293 pts/4    R+     0:00 ./prog1
15294 pts/4    R+     0:00 ./prog1
15295 pts/4    R+     0:00 ./prog1
15296 pts/4    R+     0:00 ./prog1
15297 pts/4    R+     0:00 ./prog1
15298 pts/4    R+     0:00 ./prog1
15299 pts/4    R+     0:00 ./prog1
15300 pts/4    R+     0:00 ./prog1
15301 pts/4    R+     0:00 ./prog1
15302 pts/4    R+     0:00 ./prog1
15303 pts/4    R+     0:00 ./prog1
15304 pts/4    R+     0:00 ./prog1
15305 pts/4    R+     0:00 ./prog1
15306 pts/4    R+     0:00 ./prog1
15307 pts/4    R+     0:00 ./prog1
15308 pts/4    R+     0:00 ./prog1
15309 pts/4    R+     0:00 ./prog1
15310 pts/4    R+     0:00 ./prog1
15311 pts/4    R+     0:00 ./prog1
15312 pts/4    R+     0:00 ./prog1
15313 pts/4    R+     0:00 ./prog1
15314 pts/4    R+     0:00 ./prog1
15315 pts/4    R+     0:00 ./prog1
15316 pts/4    R+     0:00 ./prog1
15317 pts/4    R+     0:00 ./prog1
15318 pts/4    R+     0:00 ./prog1
15319 pts/4    R+     0:00 ./prog1
15320 pts/4    R+     0:00 ./prog1
15321 pts/4    R+     0:00 ./prog1
15322 pts/4    R+     0:00 ./prog1
15323 pts/4    R+     0:00 ./prog1
15324 pts/4    R+     0:00 ./prog1
15325 pts/4    R+     0:00 ./prog1
15326 pts/4    R+     0:00 ./prog1
15327 pts/4    R+     0:00 ./prog1
15328 pts/4    R+     0:00 ./prog1
15329 pts/4    R+     0:00 ./prog1
15330 pts/4    R+     0:00 ./prog1
15331 pts/4    R+     0:00 ./prog1
15332 pts/4    R+     0:00 ./prog1
15333 pts/4    R+     0:00 ./prog1
15334 pts/4    R+     0:00 ./prog1
15335 pts/4    R+     0:00 ./prog1
15336 pts/4    R+     0:00 ./prog1
15337 pts/4    R+     0:00 ./prog1
15338 pts/4    R+     0:00 ./prog1
15339 pts/4    R+     0:00 ./prog1
15340 pts/4    R+     0:00 ./prog1
15341 pts/4    R+     0:00 ./prog1
15342 pts/4    R+     0:00 ./prog1
15343 pts/4    R+     0:00 ./prog1
15344 pts/4    R+     0:00 ./prog1
15345 pts/4    R+     0:00 ./prog1
15346 pts/4    R+     0:00 ./prog1
15347 pts/4    R+     0:00 ./prog1
15348 pts/4    R+     0:00 ./prog1
15349 pts/4    R+     0:00 ./prog1
15350 pts/4    R+     0:00 ./prog1
15351 pts/4    R+     0:00 ./prog1
15352 pts/4    R+     0:00 ./prog1
15353 pts/4    R+     0:00 ./prog1
15354 pts/4    R+     0:00 ./prog1
15355 pts/4    R+     0:00 ./prog1
15356 pts/4    R+     0:00 ./prog1
15357 pts/4    R+     0:00 ./prog1
15358 pts/4    R+     0:00 ./prog1
15359 pts/4    R+     0:00 ./prog1
15360 pts/4    R+     0:00 ./prog1
15361 pts/4    R+     0:00 ./prog1
15362 pts/4    R+     0:00 ./prog1
15363 pts/4    R+     0:00 ./prog1
15364 pts/4    R+     0:00 ./prog1
15365 pts/4    R+     0:00 ./prog1
15366 pts/4    R+     0:00 ./prog1
15367 pts/4    R+     0:00 ./prog1
15368 pts/4    R+     0:00 ./prog1
15369 pts/4    R+     0:00 ./prog1
15370 pts/4    R+     0:00 ./prog1
15371 pts/4    R+     0:00 ./prog1
15372 pts/4    R+     0:00 ./prog1
15373 pts/4    R+     0:00 ./prog1
15374 pts/4    R+     0:00 ./prog1
15375 pts/4    R+     0:00 ./prog1
15376 pts/4    R+     0:00 ./prog1
15377 pts/4    R+     0:00 ./prog1
15378 pts/4    R+     0:00 ./prog1
15379 pts/4    R+     0:00 ./prog1
15380 pts/4    R+     0:00 ./prog1
15381 pts/4    R+     0:00 ./prog1
15382 pts/4    R+     0:00 ./prog1
15383 pts/4    R+     0:00 ./prog1
15384 pts/4    R+     0:00 ./prog1
15385 pts/4    R+     0:00 ./prog1
15386 pts/4    R+     0:00 ./prog1
15387 pts/4    R+     0:00 ./prog1
15388 pts/4    R+     0:00 ./prog1
15389 pts/4    R+     0:00 ./prog1
15390 pts/4    R+     0:00 ./prog1
15391 pts/4    R+     0:00 ./prog1
15392 pts/4    R+     0:00 ./prog1
15393 pts/4    R+     0:00 ./prog1
15394 pts/4    R+     0:00 ./prog1
15395 pts/4    R+     0:00 ./prog1
15396 pts/4    R+     0:00 ./prog1
15397 pts/4    R+     0:00 ./prog1
15398 pts/4    R+     0:00 ./prog1
15399 pts/4    R+     0:00 ./prog1
15400 pts/4    R+     0:00 ./prog1
15401 pts/4    R+     0:00 ./prog1
15402 pts/4    R+     0:00 ./prog1
15403 pts/4    R+     0:00 ./prog1
15404 pts/4    R+     0:00 ./prog1
15405 pts/4    R+     0:00 ./prog1
15406 pts/4    R+     0:00 ./prog1
15407 pts/4    R+     0:00 ./prog1
15408 pts/4    R+     0:00 ./prog1
15409 pts/4    R+     0:00 ./prog1
15410 pts/4    R+     0:00 ./prog1
15411 pts/4    R+     0:00 ./prog1
15412 pts/4    R+     0:00 ./prog1
15413 pts/4    R+     0:00 ./prog1
15414 pts/4    R+     0:00 ./prog1
15415 pts/4    R+     0:00 ./prog1
15416 pts/4    R+     0:00 ./prog1
15417 pts/4    R+     0:00 ./prog1
15418 pts/4    R+     0:00 ./prog1
15419 pts/4    R+     0:00 ./prog1
15420 pts/4    R+     0:00 ./prog1
15421 pts/4    R+     0:00 ./prog1
15422 pts/4    R+     0:00 ./prog1
15423 pts/4    R+     0:00 ./prog1
15424 pts/4    R+     0:00 ./prog1
15425 pts/4    R+     0:00 ./prog1
15426 pts/4    R+     0:00 ./prog1
15427 pts/4    R+     0:00 ./prog1
15428 pts/4    R+     0:00 ./prog1
15429 pts/4    R+     0:00 ./prog1
15430 pts/4    R+     0:00 ./prog1
15431 pts/4    R+     0:00 ./prog1
15432 pts/4    R+     0:00 ./prog1
15433 pts/4    R+     0:00 ./prog1
15434 pts/4    R+     0:00 ./prog1
15435 pts/4    R+     0:00 ./prog1
15436 pts/4    R+     0:00 ./prog1
15437 pts/4    R+     0:00 ./prog1
15438 pts/4    R+     0:00 ./prog1
15439 pts/4    R+     0:00 ./prog1
15440 pts/4    R+     0:00 ./prog1
15441 pts/4    R+     0:00 ./prog1
15442 pts/4    R+     0:00 ./prog1
15443 pts/4    R+     0:00 ./prog1
15444 pts/4    R+     0:00 ./prog1
15445 pts/4    R+     0:00 ./prog1
15446 pts/4    R+     0:00 ./prog1
15447 pts/4    R+     0:00 ./prog1
15448 pts/4    R+     0:00 ./prog1
15449 pts/4    R+     0:00 ./prog1
15450 pts/4    R+     0:00 ./prog1
15451 pts/4    R+     0:00 ./prog1
15452 pts/4    R+     0:00 ./prog1
15453 pts/4    R+     0:00 ./prog1
15454 pts/4    R+     0:00 ./prog1
15455 pts/4    R+     0:00 ./prog1
15456 pts/4    R+     0:00 ./prog1
15457 pts/4    R+     0:00 ./prog1
15458 pts/4    R+     0:00 ./prog1
15459 pts/4    R+     0:00 ./prog1
15460 pts/4    R+     0:00 ./prog1
15461 pts/4    R+     0:00 ./prog1
15462 pts/4    R+     0:00 ./prog1
15463 pts/4    R+     0:00 ./prog1
15464 pts/4    R+     0:00 ./prog1
15465 pts/4    R+     0:00 ./prog1
15466 pts/4    R+     0:00 ./prog1
15467 pts/4    R+     0:00 ./prog1
15468 pts/4    R+     0:00 ./prog1
15469 pts/4    R+     0:00 ./prog1
15470 pts/4    R+     0:00 ./prog1
15471 pts/4    R+     0:00 ./prog1
15472 pts/4    R+     0:00 ./prog1
15473 pts/4    R+     0:00 ./prog1
15474 pts/4    R+     0:00 ./prog1
15475 pts/4    R+     0:00 ./prog1
15476 pts/4    R+     0:00 ./prog1
15477 pts/4    R+     0:00 ./prog1
15478 pts/4    R+     0:00 ./prog1
15479 pts/4    R+     0:00 ./prog1
15480 pts/4    R+     0:00 ./prog1
15481 pts/4    R+     0:00 ./prog1
15482 pts/4    R+     0:00 ./prog1
15483 pts/4    R+     0:00 ./prog1
15484 pts/4    R+     0:00 ./prog1
15485 pts/4    R+     0:00 ./prog1
15486 pts/4    R+     0:00 ./prog1
15487 pts/4    R+     0:00 ./prog1
15488 pts/4    R+     0:00 ./prog1
15489 pts/4    R+     0:00 ./prog1
15490 pts/4    R+     0:00 ./prog1
15491 pts/4    R+     0:00 ./prog1
15492 pts/4    R+     0:00 ./prog1
15493 pts/4    R+     0:00 ./prog1
15494 pts/4    R+     0:00 ./prog1
15495 pts/4    R+     0:00 ./prog1
15496 pts/4    R+     0:00 ./prog1
15497 pts/4    R+     0:00 ./prog1
15498 pts/4    R+     0:00 ./prog1
15499 pts/4    R+     0:00 ./prog1
15500 pts/4    R+     0:00 ./prog1
15501 pts/4    R+     0:00 ./prog1
15502 pts/4    R+     0:00 ./prog1
15503 pts/4    R+     0:00 ./prog1
15504 pts/4    R+     0:00 ./prog1
15505 pts/4    R+     0:00 ./prog1
15506 pts/4    R+     0:00 ./prog1
15507 pts/4    R+     0:00 ./prog1
15508 pts/4    R+     0:00 ./prog1
15509 pts/4    R+     0:00 ./prog1
15510 pts/4    R+     0:00 ./prog1
15511 pts/4    R+     0:00 ./prog1
15512 pts/4    R+     0:00 ./prog1
15513 pts/4    R+     0:00 ./prog1
15514 pts/4    R+     0:00 ./prog1
15515 pts/4    R+     0:00 ./prog1
15516 pts/4    R+     0:00 ./prog1
15517 pts/4    R+     0:00 ./prog1
15518 pts/4    R+     0:00 ./prog1
15519 pts/4    R+     0:00 ./prog1
15520 pts/4    R+     0:00 ./prog1
15521 pts/4    R+     0:00 ./prog1
15522 pts/4    R+     0:00 ./prog1
15523 pts/4    R+     0:00 ./prog1
15524 pts/4    R+     0:00 ./prog1
15525 pts/4    R+     0:00 ./prog1
15526 pts/4    R+     0:00 ./prog1
15527 pts/4    R+     0:00 ./prog1
15528 pts/4    R+     0:00 ./prog1
15529 pts/4    R+     0:00 ./prog1
15530 pts/4    R+     0:00 ./prog1
15531 pts/4    R+     0:00 ./prog1
15532 pts/4    R+     0:00 ./prog1
15533 pts/4    R+     0:00 ./prog1
15534 pts/4    R+     0:00 ./prog1
15535 pts/4    R+     0:00 ./prog1
15536 pts/4    R+     0:00 ./prog1
15537 pts/4    R+     0:00 ./prog1
15538 pts/4    R+     0:00 ./prog1
15539 pts/4    R+     0:00 ./prog1
15540 pts/4    R+     0:00 ./prog1
15541 pts/4    R+     0:00 ./prog1
15542 pts/4    R+     0:00 ./prog1
15543 pts/4    R+     0:00 ./prog1
15544 pts/4    R+     0:00 ./prog1
15545 pts/4    R+     0:00 ./prog1
15546 pts/4    R+     0:00 ./prog1
15547 pts/4    R+     0:00 ./prog1
15548 pts/4    R+     0:00 ./prog1
15549 pts/4    R+     0:00 ./prog1
15550 pts/4    R+     0:00 ./prog1
15551 pts/4    R+     0:00 ./prog1
15552 pts/4    R+     0:00 ./prog1
15553 pts/4    R+     0:00 ./prog1
15554 pts/4    R+     0:00 ./prog1
15555 pts/4    R+     0:00 ./prog1
15556 pts/4    R+     0:00 ./prog1
15557 pts/4    R+     0:00 ./prog1
15558 pts/4    R+     0:00 ./prog1
15559 pts/4    R+     0:00 ./prog1
15560 pts/4    R+     0:00 ./prog1
15561 pts/4    R+     0:00 ./prog1
15562 pts/4    R+     0:00 ./prog1
15563 pts/4    R+     0:00 ./prog1
15564 pts/4    R+     0:00 ./prog1
15565 pts/4    R+     0:00 ./prog1
15566 pts/4    R+     0:00 ./prog1
15567 pts/4    R+     0:00 ./prog1
15568 pts/4    R+     0:00 ./prog1
15569 pts/4    R+     0:00 ./prog1
15570 pts/4    R+     0:00 ./prog1
15571 pts/4    R+     0:00 ./prog1
15572 pts/4    R+     0:00 ./prog1
15573 pts/4    R+     0:00 ./prog1
15574 pts/4    R+     0:00 ./prog1
15575 pts/4    R+     0:00 ./prog1
15576 pts/4    R+     0:00 ./prog1
15577 pts/4    R+     0:00 ./prog1
15578 pts/4    R+     0:00 ./prog1
15579 pts/4    R+     0:00 ./prog1
15580 pts/4    R+     0:00 ./prog1
15581 pts/4    R+     0:00 ./prog1
15582 pts/4    R+     0:00 ./prog1
15583 pts/4    R+     0:00 ./prog1
15584 pts/4    R+     0:00 ./prog1
15585 pts/4    R+     0:00 ./prog1
15586 pts/4    R+     0:00 ./prog1
15587 pts/4    R+     0:00 ./prog1
15588 pts/4    R+     0:00 ./prog1
15589 pts/4    R+     0:00 ./prog1
15590 pts/4    R+     0:00 ./prog1
15591 pts/4    R+     0:00 ./prog1
15592 pts/4    R+     0:00 ./prog1
15593 pts/4    R+     0:00 ./prog1
15594 pts/4    R+     0:00 ./prog1
15595 pts/4    R+     0:00 ./prog1
15596 pts/4    R+     0:00 ./prog1
15597 pts/4    R+     0:00 ./prog1
15598 pts/4    R+     0:00 ./prog1
15599 pts/4    R+     0:00 ./prog1
15600 pts/4    R+     0:00 ./prog1
15601 pts/4    R+     0:00 ./prog1
15602 pts/4    R+     0:00 ./prog1
15603 pts/4    R+     0:00 ./prog1
15604 pts/4    R+     0:00 ./prog1
15605 pts/4    R+     0:00 ./prog1
15606 pts/4    R+     0:00 ./prog1
15607 pts/4    R+     0:00 ./prog1
15608 pts/4    R+     0:00 ./prog1
15609 pts/4    R+     0:00 ./prog1
15610 pts/4    R+     0:00 ./prog1
15611 pts/4    R+     0:00 ./prog1
15612 pts/4    R+     0:00 ./prog1
15613 pts/4    R+     0:00 ./prog1
15614 pts/4    R+     0:00 ./prog1
15615 pts/4    R+     0:00 ./prog1
15616 pts/4    R+     0:00 ./prog1
15617 pts/4    R+     0:00 ./prog1
15618 pts/4    R+     0:00 ./prog1
15619 pts/4    R+     0:00 ./prog1
15620 pts/4    R+     0:00 ./prog1
15621 pts/4    R+     0:00 ./prog1
15622 pts/4    R+     0:00 ./prog1
15623 pts/4    R+     0:00 ./prog1
15624 pts/4    R+     0:00 ./prog1
15625 pts/4    R+     0:00 ./prog1
15626 pts/4    R+     0:00 ./prog1
15627 pts/4    R+     0:00 ./prog1
15628 pts/4    R+     0:00 ./prog1
15629 pts/4    R+     0:00 ./prog1
15630 pts/4    R+     0:00 ./prog1
15631 pts/4    R+     0:00 ./prog1
15632 pts/4    R+     0:00 ./prog1
15633 pts/4    R+     0:00 ./prog1
15634 pts/4    R+     0:00 ./prog1
15635 pts/4    R+     0:00 ./prog1
15636 pts/4    R+     0:00 ./prog1
15637 pts/4    R+     0:00 ./prog1
15638 pts/4    R+     0:00 ./prog1
15639 pts/4    R+     0:00 ./prog1
15640 pts/4    R+     0:00 ./prog1
15641 pts/4    R+     0:00 ./prog1
15642 pts/4    R+     0:00 ./prog1
15643 pts/4    R+     0:00 ./prog1
15644 pts/4    R+     0:00 ./prog1
15645 pts/4    R+     0:00 ./prog1
15646 pts/4    R+     0:00 ./prog1
15647 pts/4    R+     0:00 ./prog1
15648 pts/4    R+     0:00 ./prog1
15649 pts/4    R+     0:00 ./prog1
15650 pts/4    R+     0:00 ./prog1
15651 pts/4    R+     0:00 ./prog1
15652 pts/4    R+     0:00 ./prog1
15653 pts/4    R+     0:00 ./prog1
15654 pts/4    R+     0:00 ./prog1
15655 pts/4    R+     0:00 ./prog1
15656 pts/4    R+     0:00 ./prog1
15657 pts/4    R+     0:00 ./prog1
15658 pts/4    R+     0:00 ./prog1
15659 pts/4    R+     0:00 ./prog1
15660 pts/4    R+     0:00 ./prog1
15661 pts/4    R+     0:00 ./prog1
15662 pts/4    R+     0:00 ./prog1
15663 pts/4    R+     0:00 ./prog1
15664 pts/4    R+     0:00 ./prog1
15665 pts/4    R+     0:00 ./prog1
15666 pts/4    R+     0:00 ./prog1
15667 pts/4    R+     0:00 ./prog1
15668 pts/4    R+     0:00 ./prog1
15669 pts/4    R+     0:00 ./prog1
15670 pts/4    R+     0:00 ./prog1
15671 pts/4    R+     0:00 ./prog1
15672 pts/4    R+     0:00 ./prog1
15673 pts/4    R+     0:00 ./prog1
15674 pts/4    R+     0:00 ./prog1
15675 pts/4    R+     0:00 ./prog1
15676 pts/4    R+     0:00 ./prog1
15677 pts/4    R+     0:00 ./prog1
15678 pts/4    R+     0:00 ./prog1
15679 pts/4    R+     0:00 ./prog1
15680 pts/4    R+     0:00 ./prog1
15681 pts/4    R+     0:00 ./prog1
15682 pts/4    R+     0:00 ./prog1
15683 pts/4    R+     0:00 ./prog1
15684 pts/4    R+     0:00 ./prog1
15685 pts/4    R+     0:00 ./prog1
15686 pts/4    R+     0:00 ./prog1
15687 pts/4    R+     0:00 ./prog1
15688 pts/4    R+     0:00 ./prog1
15689 pts/4    R+     0:00 ./prog1
15690 pts/4    R+     0:00 ./prog1
15691 pts/4    R+     0:00 ./prog1
15692 pts/4    R+     0:00 ./prog1
15693 pts/4    R+     0:00 ./prog1
15694 pts/4    R+     0:00 ./prog1
15695 pts/4    R+     0:00 ./prog1
15696 pts/4    R+     0:00 ./prog1
15697 pts/4    R+     0:00 ./prog1
15698 pts/4    R+     0:00 ./prog1
15699 pts/4    R+     0:00 ./prog1
15700 pts/4    R+     0:00 ./prog1
15701 pts/4    R+     0:00 ./prog1
15702 pts/4    R+     0:00 ./prog1
15703 pts/4    R+     0:00 ./prog1
15704 pts/4    R+     0:00 ./prog1
15705 pts/4    R+     0:00 ./prog1
15706 pts/4    R+     0:00 ./prog1
15707 pts/4    R+     0:00 ./prog1
15708 pts/4    R+     0:00 ./prog1
15709 pts/4    R+     0:00 ./prog1
15710 pts/4    R+     0:00 ./prog1
15711 pts/4    R+     0:00 ./prog1
15712 pts/4    R+     0:00 ./prog1
15713 pts/4    R+     0:00 ./prog1
15714 pts/4    R+     0:00 ./prog1
15715 pts/4    R+     0:00 ./prog1
15716 pts/4    R+     0:00 ./prog1
15717 pts/4    R+     0:00 ./prog1
15718 pts/4    R+     0:00 ./prog1
15719 pts/4    R+     0:00 ./prog1
15720 pts/4    R+     0:00 ./prog1
15721 pts/4    R+     0:00 ./prog1
15722 pts/4    R+     0:00 ./prog1
15723 pts/4    R+     0:00 ./prog1
15724 pts/4    R+     0:00 ./prog1
15725 pts/4    R+     0:00 ./prog1
15726 pts/4    R+     0:00 ./prog1
15727 pts/4    R+     0:00 ./prog1
15728 pts/4    R+     0:00 ./prog1
15729 pts/4    R+     0:00 ./prog1
15730 pts/4    R+     0:00 ./prog1
15731 pts/4    R+     0:00 ./prog1
15732 pts/4    R+     0:00 ./prog1
15733 pts/4    R+     0:00 ./prog1
15734 pts/4    R+     0:00 ./prog1
15735 pts/4    R+     0:00 ./prog1
15736 pts/4    R+     0:00 ./prog1
15737 pts/4    R+     0:00 ./prog1
15738 pts/4    R+     0:00 ./prog1
15739 pts/4    R+     0:00 ./prog1
15740 pts/4    R+     0:00 ./prog1
15741 pts/4    R+     0:00 ./prog1
