  PID TTY      STAT   TIME COMMAND
10476 pts/4    R+     0:00 ./prog1
10477 pts/4    R+     0:00 ./prog1
10478 pts/4    R+     0:00 ./prog1
10479 pts/4    R+     0:00 ./prog1
10480 pts/4    R+     0:00 ./prog1
10481 pts/4    R+     0:00 ./prog1
10482 pts/4    R+     0:00 ./prog1
10483 pts/4    R+     0:00 ./prog1
10484 pts/4    R+     0:00 ./prog1
10485 pts/4    R+     0:00 ./prog1
10486 pts/4    R+     0:00 ./prog1
10487 pts/4    R+     0:00 ./prog1
10488 pts/4    R+     0:00 ./prog1
10489 pts/4    R+     0:00 ./prog1
10490 pts/4    R+     0:00 ./prog1
10491 pts/4    R+     0:00 ./prog1
10492 pts/4    R+     0:00 ./prog1
10493 pts/4    R+     0:00 ./prog1
10494 pts/4    R+     0:00 ./prog1
10495 pts/4    R+     0:00 ./prog1
10496 pts/4    R+     0:00 ./prog1
10497 pts/4    R+     0:00 ./prog1
10498 pts/4    R+     0:00 ./prog1
10499 pts/4    R+     0:00 ./prog1
10500 pts/4    R+     0:00 ./prog1
10501 pts/4    R+     0:00 ./prog1
10502 pts/4    R+     0:00 ./prog1
10503 pts/4    R+     0:00 ./prog1
10504 pts/4    R+     0:00 ./prog1
10505 pts/4    R+     0:00 ./prog1
10506 pts/4    R+     0:00 ./prog1
10507 pts/4    R+     0:00 ./prog1
10508 pts/4    R+     0:00 ./prog1
10509 pts/4    R+     0:00 ./prog1
10510 pts/4    R+     0:00 ./prog1
10511 pts/4    R+     0:00 ./prog1
10512 pts/4    R+     0:00 ./prog1
10513 pts/4    R+     0:00 ./prog1
10514 pts/4    R+     0:00 ./prog1
10515 pts/4    R+     0:00 ./prog1
10516 pts/4    R+     0:00 ./prog1
10517 pts/4    R+     0:00 ./prog1
10518 pts/4    R+     0:00 ./prog1
10519 pts/4    R+     0:00 ./prog1
10520 pts/4    R+     0:00 ./prog1
10521 pts/4    R+     0:00 ./prog1
10522 pts/4    R+     0:00 ./prog1
10523 pts/4    R+     0:00 ./prog1
10524 pts/4    R+     0:00 ./prog1
10525 pts/4    R+     0:00 ./prog1
10526 pts/4    R+     0:00 ./prog1
10527 pts/4    R+     0:00 ./prog1
10528 pts/4    R+     0:00 ./prog1
10529 pts/4    R+     0:00 ./prog1
10530 pts/4    R+     0:00 ./prog1
10531 pts/4    R+     0:00 ./prog1
10532 pts/4    R+     0:00 ./prog1
10533 pts/4    R+     0:00 ./prog1
10534 pts/4    R+     0:00 ./prog1
10535 pts/4    R+     0:00 ./prog1
10536 pts/4    R+     0:00 ./prog1
10537 pts/4    R+     0:00 ./prog1
10538 pts/4    R+     0:00 ./prog1
10539 pts/4    R+     0:00 ./prog1
10540 pts/4    R+     0:00 ./prog1
10541 pts/4    R+     0:00 ./prog1
10542 pts/4    R+     0:00 ./prog1
10543 pts/4    R+     0:00 ./prog1
10544 pts/4    R+     0:00 ./prog1
10545 pts/4    R+     0:00 ./prog1
10546 pts/4    R+     0:00 ./prog1
10547 pts/4    R+     0:00 ./prog1
10548 pts/4    R+     0:00 ./prog1
10549 pts/4    R+     0:00 ./prog1
10550 pts/4    R+     0:00 ./prog1
10551 pts/4    R+     0:00 ./prog1
10552 pts/4    R+     0:00 ./prog1
10553 pts/4    R+     0:00 ./prog1
10554 pts/4    R+     0:00 ./prog1
10555 pts/4    R+     0:00 ./prog1
10556 pts/4    R+     0:00 ./prog1
10557 pts/4    R+     0:00 ./prog1
10558 pts/4    R+     0:00 ./prog1
10559 pts/4    R+     0:00 ./prog1
10560 pts/4    R+     0:00 ./prog1
10561 pts/4    R+     0:00 ./prog1
10562 pts/4    R+     0:00 ./prog1
10563 pts/4    R+     0:00 ./prog1
10564 pts/4    R+     0:00 ./prog1
10565 pts/4    R+     0:00 ./prog1
10566 pts/4    R+     0:00 ./prog1
10567 pts/4    R+     0:00 ./prog1
10568 pts/4    R+     0:00 ./prog1
10569 pts/4    R+     0:00 ./prog1
10570 pts/4    R+     0:00 ./prog1
10571 pts/4    R+     0:00 ./prog1
10572 pts/4    R+     0:00 ./prog1
10573 pts/4    R+     0:00 ./prog1
10574 pts/4    R+     0:00 ./prog1
10575 pts/4    R+     0:00 ./prog1
10576 pts/4    R+     0:00 ./prog1
10577 pts/4    R+     0:00 ./prog1
10578 pts/4    R+     0:00 ./prog1
10579 pts/4    R+     0:00 ./prog1
10580 pts/4    R+     0:00 ./prog1
10581 pts/4    R+     0:00 ./prog1
10582 pts/4    R+     0:00 ./prog1
10583 pts/4    R+     0:00 ./prog1
10584 pts/4    R+     0:00 ./prog1
10585 pts/4    R+     0:00 ./prog1
10586 pts/4    R+     0:00 ./prog1
10587 pts/4    R+     0:00 ./prog1
10588 pts/4    R+     0:00 ./prog1
10589 pts/4    R+     0:00 ./prog1
10590 pts/4    R+     0:00 ./prog1
10591 pts/4    R+     0:00 ./prog1
10592 pts/4    R+     0:00 ./prog1
10593 pts/4    R+     0:00 ./prog1
10594 pts/4    R+     0:00 ./prog1
10595 pts/4    R+     0:00 ./prog1
10596 pts/4    R+     0:00 ./prog1
10597 pts/4    R+     0:00 ./prog1
10598 pts/4    R+     0:00 ./prog1
10599 pts/4    R+     0:00 ./prog1
10600 pts/4    R+     0:00 ./prog1
10601 pts/4    R+     0:00 ./prog1
10602 pts/4    R+     0:00 ./prog1
10603 pts/4    R+     0:00 ./prog1
10604 pts/4    R+     0:00 ./prog1
10605 pts/4    R+     0:00 ./prog1
10606 pts/4    R+     0:00 ./prog1
10607 pts/4    R+     0:00 ./prog1
10608 pts/4    R+     0:00 ./prog1
10609 pts/4    R+     0:00 ./prog1
10610 pts/4    R+     0:00 ./prog1
10611 pts/4    R+     0:00 ./prog1
10612 pts/4    R+     0:00 ./prog1
10613 pts/4    R+     0:00 ./prog1
10614 pts/4    R+     0:00 ./prog1
10615 pts/4    R+     0:00 ./prog1
10616 pts/4    R+     0:00 ./prog1
10617 pts/4    R+     0:00 ./prog1
10618 pts/4    R+     0:00 ./prog1
10619 pts/4    R+     0:00 ./prog1
10620 pts/4    R+     0:00 ./prog1
10621 pts/4    R+     0:00 ./prog1
10622 pts/4    R+     0:00 ./prog1
10623 pts/4    R+     0:00 ./prog1
10624 pts/4    R+     0:00 ./prog1
10625 pts/4    R+     0:00 ./prog1
10626 pts/4    R+     0:00 ./prog1
10627 pts/4    R+     0:00 ./prog1
10628 pts/4    R+     0:00 ./prog1
10629 pts/4    R+     0:00 ./prog1
10630 pts/4    R+     0:00 ./prog1
10631 pts/4    R+     0:00 ./prog1
10632 pts/4    R+     0:00 ./prog1
10633 pts/4    R+     0:00 ./prog1
10634 pts/4    R+     0:00 ./prog1
10635 pts/4    R+     0:00 ./prog1
10636 pts/4    R+     0:00 ./prog1
10637 pts/4    R+     0:00 ./prog1
10638 pts/4    R+     0:00 ./prog1
10639 pts/4    R+     0:00 ./prog1
10640 pts/4    R+     0:00 ./prog1
10641 pts/4    R+     0:00 ./prog1
10642 pts/4    R+     0:00 ./prog1
10643 pts/4    R+     0:00 ./prog1
10644 pts/4    R+     0:00 ./prog1
10645 pts/4    R+     0:00 ./prog1
10646 pts/4    R+     0:00 ./prog1
10647 pts/4    R+     0:00 ./prog1
10648 pts/4    R+     0:00 ./prog1
10649 pts/4    R+     0:00 ./prog1
10650 pts/4    R+     0:00 ./prog1
10651 pts/4    R+     0:00 ./prog1
10652 pts/4    R+     0:00 ./prog1
10653 pts/4    R+     0:00 ./prog1
10654 pts/4    R+     0:00 ./prog1
10655 pts/4    R+     0:00 ./prog1
10656 pts/4    R+     0:00 ./prog1
10657 pts/4    R+     0:00 ./prog1
10658 pts/4    R+     0:00 ./prog1
10659 pts/4    R+     0:00 ./prog1
10660 pts/4    R+     0:00 ./prog1
10661 pts/4    R+     0:00 ./prog1
10662 pts/4    R+     0:00 ./prog1
10663 pts/4    R+     0:00 ./prog1
10664 pts/4    R+     0:00 ./prog1
10665 pts/4    R+     0:00 ./prog1
10666 pts/4    R+     0:00 ./prog1
10667 pts/4    R+     0:00 ./prog1
10668 pts/4    R+     0:00 ./prog1
10669 pts/4    R+     0:00 ./prog1
10670 pts/4    R+     0:00 ./prog1
10671 pts/4    R+     0:00 ./prog1
10672 pts/4    R+     0:00 ./prog1
10673 pts/4    R+     0:00 ./prog1
10674 pts/4    R+     0:00 ./prog1
10675 pts/4    R+     0:00 ./prog1
10676 pts/4    R+     0:00 ./prog1
10677 pts/4    R+     0:00 ./prog1
10678 pts/4    R+     0:00 ./prog1
10679 pts/4    R+     0:00 ./prog1
10680 pts/4    R+     0:00 ./prog1
10681 pts/4    R+     0:00 ./prog1
10682 pts/4    R+     0:00 ./prog1
10683 pts/4    R+     0:00 ./prog1
10684 pts/4    R+     0:00 ./prog1
10685 pts/4    R+     0:00 ./prog1
10686 pts/4    R+     0:00 ./prog1
10687 pts/4    R+     0:00 ./prog1
10688 pts/4    R+     0:00 ./prog1
10689 pts/4    R+     0:00 ./prog1
10690 pts/4    R+     0:00 ./prog1
10691 pts/4    R+     0:00 ./prog1
10692 pts/4    R+     0:00 ./prog1
10693 pts/4    R+     0:00 ./prog1
10694 pts/4    R+     0:00 ./prog1
10695 pts/4    R+     0:00 ./prog1
10696 pts/4    R+     0:00 ./prog1
10697 pts/4    R+     0:00 ./prog1
10698 pts/4    R+     0:00 ./prog1
10699 pts/4    R+     0:00 ./prog1
10700 pts/4    R+     0:00 ./prog1
10701 pts/4    R+     0:00 ./prog1
10702 pts/4    R+     0:00 ./prog1
10703 pts/4    R+     0:00 ./prog1
10704 pts/4    R+     0:00 ./prog1
10705 pts/4    R+     0:00 ./prog1
10706 pts/4    R+     0:00 ./prog1
10707 pts/4    R+     0:00 ./prog1
10708 pts/4    R+     0:00 ./prog1
10709 pts/4    R+     0:00 ./prog1
10710 pts/4    R+     0:00 ./prog1
10711 pts/4    R+     0:00 ./prog1
10712 pts/4    R+     0:00 ./prog1
10713 pts/4    R+     0:00 ./prog1
10714 pts/4    R+     0:00 ./prog1
10715 pts/4    R+     0:00 ./prog1
10716 pts/4    R+     0:00 ./prog1
10717 pts/4    R+     0:00 ./prog1
10718 pts/4    R+     0:00 ./prog1
10719 pts/4    R+     0:00 ./prog1
10720 pts/4    R+     0:00 ./prog1
10721 pts/4    R+     0:00 ./prog1
10722 pts/4    R+     0:00 ./prog1
10723 pts/4    R+     0:00 ./prog1
10724 pts/4    R+     0:00 ./prog1
10725 pts/4    R+     0:00 ./prog1
10726 pts/4    R+     0:00 ./prog1
10727 pts/4    R+     0:00 ./prog1
10728 pts/4    R+     0:00 ./prog1
10729 pts/4    R+     0:00 ./prog1
10730 pts/4    R+     0:00 ./prog1
10731 pts/4    R+     0:00 ./prog1
10732 pts/4    R+     0:00 ./prog1
10733 pts/4    R+     0:00 ./prog1
10734 pts/4    R+     0:00 ./prog1
10735 pts/4    R+     0:00 ./prog1
10736 pts/4    R+     0:00 ./prog1
10737 pts/4    R+     0:00 ./prog1
10738 pts/4    R+     0:00 ./prog1
10739 pts/4    R+     0:00 ./prog1
10740 pts/4    R+     0:00 ./prog1
10741 pts/4    R+     0:00 ./prog1
10742 pts/4    R+     0:00 ./prog1
10743 pts/4    R+     0:00 ./prog1
10744 pts/4    R+     0:00 ./prog1
10745 pts/4    R+     0:00 ./prog1
10746 pts/4    R+     0:00 ./prog1
10747 pts/4    R+     0:00 ./prog1
10748 pts/4    R+     0:00 ./prog1
10749 pts/4    R+     0:00 ./prog1
10750 pts/4    R+     0:00 ./prog1
10751 pts/4    R+     0:00 ./prog1
10752 pts/4    R+     0:00 ./prog1
10753 pts/4    R+     0:00 ./prog1
10754 pts/4    R+     0:00 ./prog1
10755 pts/4    R+     0:00 ./prog1
10756 pts/4    R+     0:00 ./prog1
10757 pts/4    R+     0:00 ./prog1
10758 pts/4    R+     0:00 ./prog1
10759 pts/4    R+     0:00 ./prog1
10760 pts/4    R+     0:00 ./prog1
10761 pts/4    R+     0:00 ./prog1
10762 pts/4    R+     0:00 ./prog1
10763 pts/4    R+     0:00 ./prog1
10764 pts/4    R+     0:00 ./prog1
10765 pts/4    R+     0:00 ./prog1
10766 pts/4    R+     0:00 ./prog1
10767 pts/4    R+     0:00 ./prog1
10768 pts/4    R+     0:00 ./prog1
10769 pts/4    R+     0:00 ./prog1
10770 pts/4    R+     0:00 ./prog1
10771 pts/4    R+     0:00 ./prog1
10772 pts/4    R+     0:00 ./prog1
10773 pts/4    R+     0:00 ./prog1
10774 pts/4    R+     0:00 ./prog1
10775 pts/4    R+     0:00 ./prog1
10776 pts/4    R+     0:00 ./prog1
10777 pts/4    R+     0:00 ./prog1
10778 pts/4    R+     0:00 ./prog1
10779 pts/4    R+     0:00 ./prog1
10780 pts/4    R+     0:00 ./prog1
10781 pts/4    R+     0:00 ./prog1
10782 pts/4    R+     0:00 ./prog1
10783 pts/4    R+     0:00 ./prog1
10784 pts/4    R+     0:00 ./prog1
10785 pts/4    R+     0:00 ./prog1
10786 pts/4    R+     0:00 ./prog1
10787 pts/4    R+     0:00 ./prog1
10788 pts/4    R+     0:00 ./prog1
10789 pts/4    R+     0:00 ./prog1
10790 pts/4    R+     0:00 ./prog1
10791 pts/4    R+     0:00 ./prog1
10792 pts/4    R+     0:00 ./prog1
10793 pts/4    R+     0:00 ./prog1
10794 pts/4    R+     0:00 ./prog1
10795 pts/4    R+     0:00 ./prog1
10796 pts/4    R+     0:00 ./prog1
10797 pts/4    R+     0:00 ./prog1
10798 pts/4    R+     0:00 ./prog1
10799 pts/4    R+     0:00 ./prog1
10800 pts/4    R+     0:00 ./prog1
10801 pts/4    R+     0:00 ./prog1
10802 pts/4    R+     0:00 ./prog1
10803 pts/4    R+     0:00 ./prog1
10804 pts/4    R+     0:00 ./prog1
10805 pts/4    R+     0:00 ./prog1
10806 pts/4    R+     0:00 ./prog1
10807 pts/4    R+     0:00 ./prog1
10808 pts/4    R+     0:00 ./prog1
10809 pts/4    R+     0:00 ./prog1
10810 pts/4    R+     0:00 ./prog1
10811 pts/4    R+     0:00 ./prog1
10812 pts/4    R+     0:00 ./prog1
10813 pts/4    R+     0:00 ./prog1
10814 pts/4    R+     0:00 ./prog1
10815 pts/4    R+     0:00 ./prog1
10816 pts/4    R+     0:00 ./prog1
10817 pts/4    R+     0:00 ./prog1
10818 pts/4    R+     0:00 ./prog1
10819 pts/4    R+     0:00 ./prog1
10820 pts/4    R+     0:00 ./prog1
10821 pts/4    R+     0:00 ./prog1
10822 pts/4    R+     0:00 ./prog1
10823 pts/4    R+     0:00 ./prog1
10824 pts/4    R+     0:00 ./prog1
10825 pts/4    R+     0:00 ./prog1
10826 pts/4    R+     0:00 ./prog1
10827 pts/4    R+     0:00 ./prog1
10828 pts/4    R+     0:00 ./prog1
10829 pts/4    R+     0:00 ./prog1
10830 pts/4    R+     0:00 ./prog1
10831 pts/4    R+     0:00 ./prog1
10832 pts/4    R+     0:00 ./prog1
10833 pts/4    R+     0:00 ./prog1
10834 pts/4    R+     0:00 ./prog1
10835 pts/4    R+     0:00 ./prog1
10836 pts/4    R+     0:00 ./prog1
10837 pts/4    R+     0:00 ./prog1
10838 pts/4    R+     0:00 ./prog1
10839 pts/4    R+     0:00 ./prog1
10840 pts/4    R+     0:00 ./prog1
10841 pts/4    R+     0:00 ./prog1
10842 pts/4    R+     0:00 ./prog1
10843 pts/4    R+     0:00 ./prog1
10844 pts/4    R+     0:00 ./prog1
10845 pts/4    R+     0:00 ./prog1
10846 pts/4    R+     0:00 ./prog1
10847 pts/4    R+     0:00 ./prog1
10848 pts/4    R+     0:00 ./prog1
10849 pts/4    R+     0:00 ./prog1
10850 pts/4    R+     0:00 ./prog1
10851 pts/4    R+     0:00 ./prog1
10852 pts/4    R+     0:00 ./prog1
10853 pts/4    R+     0:00 ./prog1
10854 pts/4    R+     0:00 ./prog1
10855 pts/4    R+     0:00 ./prog1
10856 pts/4    R+     0:00 ./prog1
10857 pts/4    R+     0:00 ./prog1
10858 pts/4    R+     0:00 ./prog1
10859 pts/4    R+     0:00 ./prog1
10860 pts/4    R+     0:00 ./prog1
10861 pts/4    R+     0:00 ./prog1
10862 pts/4    R+     0:00 ./prog1
10863 pts/4    R+     0:00 ./prog1
10864 pts/4    R+     0:00 ./prog1
10865 pts/4    R+     0:00 ./prog1
10866 pts/4    R+     0:00 ./prog1
10867 pts/4    R+     0:00 ./prog1
10868 pts/4    R+     0:00 ./prog1
10869 pts/4    R+     0:00 ./prog1
10870 pts/4    R+     0:00 ./prog1
10871 pts/4    R+     0:00 ./prog1
10872 pts/4    R+     0:00 ./prog1
10873 pts/4    R+     0:00 ./prog1
10874 pts/4    R+     0:00 ./prog1
10875 pts/4    R+     0:00 ./prog1
10876 pts/4    R+     0:00 ./prog1
10877 pts/4    R+     0:00 ./prog1
10878 pts/4    R+     0:00 ./prog1
10879 pts/4    R+     0:00 ./prog1
10880 pts/4    R+     0:00 ./prog1
10881 pts/4    R+     0:00 ./prog1
10882 pts/4    R+     0:00 ./prog1
10883 pts/4    R+     0:00 ./prog1
10884 pts/4    R+     0:00 ./prog1
10885 pts/4    R+     0:00 ./prog1
10886 pts/4    R+     0:00 ./prog1
10887 pts/4    R+     0:00 ./prog1
10888 pts/4    R+     0:00 ./prog1
10889 pts/4    R+     0:00 ./prog1
10890 pts/4    R+     0:00 ./prog1
10891 pts/4    R+     0:00 ./prog1
10892 pts/4    R+     0:00 ./prog1
10893 pts/4    R+     0:00 ./prog1
10894 pts/4    R+     0:00 ./prog1
10895 pts/4    R+     0:00 ./prog1
10896 pts/4    R+     0:00 ./prog1
10897 pts/4    R+     0:00 ./prog1
10898 pts/4    R+     0:00 ./prog1
10899 pts/4    R+     0:00 ./prog1
10900 pts/4    R+     0:00 ./prog1
10901 pts/4    R+     0:00 ./prog1
10902 pts/4    R+     0:00 ./prog1
10903 pts/4    R+     0:00 ./prog1
10904 pts/4    R+     0:00 ./prog1
10905 pts/4    R+     0:00 ./prog1
10906 pts/4    R+     0:00 ./prog1
10907 pts/4    R+     0:00 ./prog1
10908 pts/4    R+     0:00 ./prog1
10909 pts/4    R+     0:00 ./prog1
10910 pts/4    R+     0:00 ./prog1
10911 pts/4    R+     0:00 ./prog1
10912 pts/4    R+     0:00 ./prog1
10913 pts/4    R+     0:00 ./prog1
10914 pts/4    R+     0:00 ./prog1
10915 pts/4    R+     0:00 ./prog1
10916 pts/4    R+     0:00 ./prog1
10917 pts/4    R+     0:00 ./prog1
10918 pts/4    R+     0:00 ./prog1
10919 pts/4    R+     0:00 ./prog1
10920 pts/4    R+     0:00 ./prog1
10921 pts/4    R+     0:00 ./prog1
10922 pts/4    R+     0:00 ./prog1
10923 pts/4    R+     0:00 ./prog1
10924 pts/4    R+     0:00 ./prog1
10925 pts/4    R+     0:00 ./prog1
10926 pts/4    R+     0:00 ./prog1
10927 pts/4    R+     0:00 ./prog1
10928 pts/4    R+     0:00 ./prog1
10929 pts/4    R+     0:00 ./prog1
10930 pts/4    R+     0:00 ./prog1
10931 pts/4    R+     0:00 ./prog1
10932 pts/4    R+     0:00 ./prog1
10933 pts/4    R+     0:00 ./prog1
10934 pts/4    R+     0:00 ./prog1
10935 pts/4    R+     0:00 ./prog1
10936 pts/4    R+     0:00 ./prog1
10937 pts/4    R+     0:00 ./prog1
10938 pts/4    R+     0:00 ./prog1
10939 pts/4    R+     0:00 ./prog1
10940 pts/4    R+     0:00 ./prog1
10941 pts/4    R+     0:00 ./prog1
10942 pts/4    R+     0:00 ./prog1
10943 pts/4    R+     0:00 ./prog1
10944 pts/4    R+     0:00 ./prog1
10945 pts/4    R+     0:00 ./prog1
10946 pts/4    R+     0:00 ./prog1
10947 pts/4    R+     0:00 ./prog1
10948 pts/4    R+     0:00 ./prog1
10949 pts/4    R+     0:00 ./prog1
10950 pts/4    R+     0:00 ./prog1
10951 pts/4    R+     0:00 ./prog1
10952 pts/4    R+     0:00 ./prog1
10953 pts/4    R+     0:00 ./prog1
10954 pts/4    R+     0:00 ./prog1
10955 pts/4    R+     0:00 ./prog1
10956 pts/4    R+     0:00 ./prog1
10957 pts/4    R+     0:00 ./prog1
10958 pts/4    R+     0:00 ./prog1
10959 pts/4    R+     0:00 ./prog1
10960 pts/4    R+     0:00 ./prog1
10961 pts/4    R+     0:00 ./prog1
10962 pts/4    R+     0:00 ./prog1
10963 pts/4    R+     0:00 ./prog1
10964 pts/4    R+     0:00 ./prog1
10965 pts/4    R+     0:00 ./prog1
10966 pts/4    R+     0:00 ./prog1
10967 pts/4    R+     0:00 ./prog1
10968 pts/4    R+     0:00 ./prog1
10969 pts/4    R+     0:00 ./prog1
10970 pts/4    R+     0:00 ./prog1
10971 pts/4    R+     0:00 ./prog1
10972 pts/4    R+     0:00 ./prog1
10973 pts/4    R+     0:00 ./prog1
10974 pts/4    R+     0:00 ./prog1
10975 pts/4    R+     0:00 ./prog1
10976 pts/4    R+     0:00 ./prog1
10977 pts/4    R+     0:00 ./prog1
10978 pts/4    R+     0:00 ./prog1
10979 pts/4    R+     0:00 ./prog1
10980 pts/4    R+     0:00 ./prog1
10981 pts/4    R+     0:00 ./prog1
10982 pts/4    R+     0:00 ./prog1
10983 pts/4    R+     0:00 ./prog1
10984 pts/4    R+     0:00 ./prog1
10985 pts/4    R+     0:00 ./prog1
10986 pts/4    R+     0:00 ./prog1
10987 pts/4    R+     0:00 ./prog1
10988 pts/4    R+     0:00 ./prog1
10989 pts/4    R+     0:00 ./prog1
10990 pts/4    R+     0:00 ./prog1
10991 pts/4    R+     0:00 ./prog1
10992 pts/4    R+     0:00 ./prog1
10993 pts/4    R+     0:00 ./prog1
10994 pts/4    R+     0:00 ./prog1
10995 pts/4    R+     0:00 ./prog1
10996 pts/4    R+     0:00 ./prog1
10997 pts/4    R+     0:00 ./prog1
10998 pts/4    R+     0:00 ./prog1
10999 pts/4    R+     0:00 ./prog1
11000 pts/4    R+     0:00 ./prog1
11001 pts/4    R+     0:00 ./prog1
11002 pts/4    R+     0:00 ./prog1
11003 pts/4    R+     0:00 ./prog1
11004 pts/4    R+     0:00 ./prog1
11005 pts/4    R+     0:00 ./prog1
11006 pts/4    R+     0:00 ./prog1
11007 pts/4    R+     0:00 ./prog1
11008 pts/4    R+     0:00 ./prog1
11009 pts/4    R+     0:00 ./prog1
11010 pts/4    R+     0:00 ./prog1
11011 pts/4    R+     0:00 ./prog1
11012 pts/4    R+     0:00 ./prog1
11013 pts/4    R+     0:00 ./prog1
11014 pts/4    R+     0:00 ./prog1
11015 pts/4    R+     0:00 ./prog1
11016 pts/4    R+     0:00 ./prog1
11017 pts/4    R+     0:00 ./prog1
11018 pts/4    R+     0:00 ./prog1
11019 pts/4    R+     0:00 ./prog1
11020 pts/4    R+     0:00 ./prog1
11021 pts/4    R+     0:00 ./prog1
11022 pts/4    R+     0:00 ./prog1
11023 pts/4    R+     0:00 ./prog1
11024 pts/4    R+     0:00 ./prog1
11025 pts/4    R+     0:00 ./prog1
11026 pts/4    R+     0:00 ./prog1
11027 pts/4    R+     0:00 ./prog1
11028 pts/4    R+     0:00 ./prog1
11029 pts/4    R+     0:00 ./prog1
11030 pts/4    R+     0:00 ./prog1
11031 pts/4    R+     0:00 ./prog1
11032 pts/4    R+     0:00 ./prog1
11033 pts/4    R+     0:00 ./prog1
11034 pts/4    R+     0:00 ./prog1
11035 pts/4    R+     0:00 ./prog1
11036 pts/4    R+     0:00 ./prog1
11037 pts/4    R+     0:00 ./prog1
11038 pts/4    R+     0:00 ./prog1
11039 pts/4    R+     0:00 ./prog1
11040 pts/4    R+     0:00 ./prog1
11041 pts/4    R+     0:00 ./prog1
11042 pts/4    R+     0:00 ./prog1
11043 pts/4    R+     0:00 ./prog1
11044 pts/4    R+     0:00 ./prog1
11045 pts/4    R+     0:00 ./prog1
11046 pts/4    R+     0:00 ./prog1
11047 pts/4    R+     0:00 ./prog1
11048 pts/4    R+     0:00 ./prog1
11049 pts/4    R+     0:00 ./prog1
11050 pts/4    R+     0:00 ./prog1
11051 pts/4    R+     0:00 ./prog1
11052 pts/4    R+     0:00 ./prog1
11053 pts/4    R+     0:00 ./prog1
11054 pts/4    R+     0:00 ./prog1
11055 pts/4    R+     0:00 ./prog1
11056 pts/4    R+     0:00 ./prog1
11057 pts/4    R+     0:00 ./prog1
11058 pts/4    R+     0:00 ./prog1
11059 pts/4    R+     0:00 ./prog1
11060 pts/4    R+     0:00 ./prog1
11061 pts/4    R+     0:00 ./prog1
11062 pts/4    R+     0:00 ./prog1
11063 pts/4    R+     0:00 ./prog1
11064 pts/4    R+     0:00 ./prog1
11065 pts/4    R+     0:00 ./prog1
11066 pts/4    R+     0:00 ./prog1
11067 pts/4    R+     0:00 ./prog1
11068 pts/4    R+     0:00 ./prog1
11069 pts/4    R+     0:00 ./prog1
11070 pts/4    R+     0:00 ./prog1
11071 pts/4    R+     0:00 ./prog1
11072 pts/4    R+     0:00 ./prog1
11073 pts/4    R+     0:00 ./prog1
11074 pts/4    R+     0:00 ./prog1
11075 pts/4    R+     0:00 ./prog1
11076 pts/4    R+     0:00 ./prog1
11077 pts/4    R+     0:00 ./prog1
11078 pts/4    R+     0:00 ./prog1
11079 pts/4    R+     0:00 ./prog1
11080 pts/4    R+     0:00 ./prog1
11081 pts/4    R+     0:00 ./prog1
11082 pts/4    R+     0:00 ./prog1
11083 pts/4    R+     0:00 ./prog1
11084 pts/4    R+     0:00 ./prog1
11085 pts/4    R+     0:00 ./prog1
11086 pts/4    R+     0:00 ./prog1
11087 pts/4    R+     0:00 ./prog1
11088 pts/4    R+     0:00 ./prog1
11089 pts/4    R+     0:00 ./prog1
11090 pts/4    R+     0:00 ./prog1
11091 pts/4    R+     0:00 ./prog1
11092 pts/4    R+     0:00 ./prog1
11093 pts/4    R+     0:00 ./prog1
11094 pts/4    R+     0:00 ./prog1
11095 pts/4    R+     0:00 ./prog1
11096 pts/4    R+     0:00 ./prog1
11097 pts/4    R+     0:00 ./prog1
11098 pts/4    R+     0:00 ./prog1
11099 pts/4    R+     0:00 ./prog1
11100 pts/4    R+     0:00 ./prog1
11101 pts/4    R+     0:00 ./prog1
11102 pts/4    R+     0:00 ./prog1
11103 pts/4    R+     0:00 ./prog1
11104 pts/4    R+     0:00 ./prog1
11105 pts/4    R+     0:00 ./prog1
11106 pts/4    R+     0:00 ./prog1
11107 pts/4    R+     0:00 ./prog1
11108 pts/4    R+     0:00 ./prog1
11109 pts/4    R+     0:00 ./prog1
11110 pts/4    R+     0:00 ./prog1
11111 pts/4    R+     0:00 ./prog1
11112 pts/4    R+     0:00 ./prog1
11113 pts/4    R+     0:00 ./prog1
11114 pts/4    R+     0:00 ./prog1
11115 pts/4    R+     0:00 ./prog1
11116 pts/4    R+     0:00 ./prog1
11117 pts/4    R+     0:00 ./prog1
11118 pts/4    R+     0:00 ./prog1
11119 pts/4    R+     0:00 ./prog1
11120 pts/4    R+     0:00 ./prog1
11121 pts/4    R+     0:00 ./prog1
11122 pts/4    R+     0:00 ./prog1
11123 pts/4    R+     0:00 ./prog1
11124 pts/4    R+     0:00 ./prog1
11125 pts/4    R+     0:00 ./prog1
11126 pts/4    R+     0:00 ./prog1
11127 pts/4    R+     0:00 ./prog1
11128 pts/4    R+     0:00 ./prog1
11129 pts/4    R+     0:00 ./prog1
11130 pts/4    R+     0:00 ./prog1
11131 pts/4    R+     0:00 ./prog1
11132 pts/4    R+     0:00 ./prog1
11133 pts/4    R+     0:00 ./prog1
11134 pts/4    R+     0:00 ./prog1
11135 pts/4    R+     0:00 ./prog1
11136 pts/4    R+     0:00 ./prog1
11137 pts/4    R+     0:00 ./prog1
11138 pts/4    R+     0:00 ./prog1
11139 pts/4    R+     0:00 ./prog1
11140 pts/4    R+     0:00 ./prog1
