  PID TTY      STAT   TIME COMMAND
22938 pts/4    R+     0:00 ./prog1
22939 pts/4    R+     0:00 ./prog1
22940 pts/4    R+     0:00 ./prog1
22941 pts/4    R+     0:00 ./prog1
22942 pts/4    R+     0:00 ./prog1
22943 pts/4    R+     0:00 ./prog1
22944 pts/4    R+     0:00 ./prog1
22945 pts/4    R+     0:00 ./prog1
22946 pts/4    R+     0:00 ./prog1
22947 pts/4    R+     0:00 ./prog1
22948 pts/4    R+     0:00 ./prog1
22949 pts/4    R+     0:00 ./prog1
22950 pts/4    R+     0:00 ./prog1
22951 pts/4    R+     0:00 ./prog1
22952 pts/4    R+     0:00 ./prog1
22953 pts/4    R+     0:00 ./prog1
22954 pts/4    R+     0:00 ./prog1
22955 pts/4    R+     0:00 ./prog1
22956 pts/4    R+     0:00 ./prog1
22957 pts/4    R+     0:00 ./prog1
22958 pts/4    R+     0:00 ./prog1
22959 pts/4    R+     0:00 ./prog1
22960 pts/4    R+     0:00 ./prog1
22961 pts/4    R+     0:00 ./prog1
22962 pts/4    R+     0:00 ./prog1
22963 pts/4    R+     0:00 ./prog1
22964 pts/4    R+     0:00 ./prog1
22965 pts/4    R+     0:00 ./prog1
22966 pts/4    R+     0:00 ./prog1
22967 pts/4    R+     0:00 ./prog1
22968 pts/4    R+     0:00 ./prog1
22969 pts/4    R+     0:00 ./prog1
22970 pts/4    R+     0:00 ./prog1
22971 pts/4    R+     0:00 ./prog1
22972 pts/4    R+     0:00 ./prog1
22973 pts/4    R+     0:00 ./prog1
22974 pts/4    R+     0:00 ./prog1
22975 pts/4    R+     0:00 ./prog1
22976 pts/4    R+     0:00 ./prog1
22977 pts/4    R+     0:00 ./prog1
22978 pts/4    R+     0:00 ./prog1
22979 pts/4    R+     0:00 ./prog1
22980 pts/4    R+     0:00 ./prog1
22981 pts/4    R+     0:00 ./prog1
22982 pts/4    R+     0:00 ./prog1
22983 pts/4    R+     0:00 ./prog1
22984 pts/4    R+     0:00 ./prog1
22985 pts/4    R+     0:00 ./prog1
22986 pts/4    R+     0:00 ./prog1
22987 pts/4    R+     0:00 ./prog1
22988 pts/4    R+     0:00 ./prog1
22989 pts/4    R+     0:00 ./prog1
22990 pts/4    R+     0:00 ./prog1
22991 pts/4    R+     0:00 ./prog1
22992 pts/4    R+     0:00 ./prog1
22993 pts/4    R+     0:00 ./prog1
22994 pts/4    R+     0:00 ./prog1
22995 pts/4    R+     0:00 ./prog1
22996 pts/4    R+     0:00 ./prog1
22997 pts/4    R+     0:00 ./prog1
22998 pts/4    R+     0:00 ./prog1
22999 pts/4    R+     0:00 ./prog1
23000 pts/4    R+     0:00 ./prog1
23001 pts/4    R+     0:00 ./prog1
23002 pts/4    R+     0:00 ./prog1
23003 pts/4    R+     0:00 ./prog1
23004 pts/4    R+     0:00 ./prog1
23005 pts/4    R+     0:00 ./prog1
23006 pts/4    R+     0:00 ./prog1
23007 pts/4    R+     0:00 ./prog1
23008 pts/4    R+     0:00 ./prog1
23009 pts/4    R+     0:00 ./prog1
23010 pts/4    R+     0:00 ./prog1
23011 pts/4    R+     0:00 ./prog1
23012 pts/4    R+     0:00 ./prog1
23013 pts/4    R+     0:00 ./prog1
23014 pts/4    R+     0:00 ./prog1
23015 pts/4    R+     0:00 ./prog1
23016 pts/4    R+     0:00 ./prog1
23017 pts/4    R+     0:00 ./prog1
23018 pts/4    R+     0:00 ./prog1
23019 pts/4    R+     0:00 ./prog1
23020 pts/4    R+     0:00 ./prog1
23021 pts/4    R+     0:00 ./prog1
23022 pts/4    R+     0:00 ./prog1
23023 pts/4    R+     0:00 ./prog1
23024 pts/4    R+     0:00 ./prog1
23025 pts/4    R+     0:00 ./prog1
23026 pts/4    R+     0:00 ./prog1
23027 pts/4    R+     0:00 ./prog1
23028 pts/4    R+     0:00 ./prog1
23029 pts/4    R+     0:00 ./prog1
23030 pts/4    R+     0:00 ./prog1
23031 pts/4    R+     0:00 ./prog1
23032 pts/4    R+     0:00 ./prog1
23033 pts/4    R+     0:00 ./prog1
23034 pts/4    R+     0:00 ./prog1
23035 pts/4    R+     0:00 ./prog1
23036 pts/4    R+     0:00 ./prog1
23037 pts/4    R+     0:00 ./prog1
23038 pts/4    R+     0:00 ./prog1
23039 pts/4    R+     0:00 ./prog1
23040 pts/4    R+     0:00 ./prog1
23041 pts/4    R+     0:00 ./prog1
23042 pts/4    R+     0:00 ./prog1
23043 pts/4    R+     0:00 ./prog1
23044 pts/4    R+     0:00 ./prog1
23045 pts/4    R+     0:00 ./prog1
23046 pts/4    R+     0:00 ./prog1
23047 pts/4    R+     0:00 ./prog1
23048 pts/4    R+     0:00 ./prog1
23049 pts/4    R+     0:00 ./prog1
23050 pts/4    R+     0:00 ./prog1
23051 pts/4    R+     0:00 ./prog1
23052 pts/4    R+     0:00 ./prog1
23053 pts/4    R+     0:00 ./prog1
23054 pts/4    R+     0:00 ./prog1
23055 pts/4    R+     0:00 ./prog1
23056 pts/4    R+     0:00 ./prog1
23057 pts/4    R+     0:00 ./prog1
23058 pts/4    R+     0:00 ./prog1
23059 pts/4    R+     0:00 ./prog1
23060 pts/4    R+     0:00 ./prog1
23061 pts/4    R+     0:00 ./prog1
23062 pts/4    R+     0:00 ./prog1
23063 pts/4    R+     0:00 ./prog1
23064 pts/4    R+     0:00 ./prog1
23065 pts/4    R+     0:00 ./prog1
23066 pts/4    R+     0:00 ./prog1
23067 pts/4    R+     0:00 ./prog1
23068 pts/4    R+     0:00 ./prog1
23069 pts/4    R+     0:00 ./prog1
23070 pts/4    R+     0:00 ./prog1
23071 pts/4    R+     0:00 ./prog1
23072 pts/4    R+     0:00 ./prog1
23073 pts/4    R+     0:00 ./prog1
23074 pts/4    R+     0:00 ./prog1
23075 pts/4    R+     0:00 ./prog1
23076 pts/4    R+     0:00 ./prog1
23077 pts/4    R+     0:00 ./prog1
23078 pts/4    R+     0:00 ./prog1
23079 pts/4    R+     0:00 ./prog1
23080 pts/4    R+     0:00 ./prog1
23081 pts/4    R+     0:00 ./prog1
23082 pts/4    R+     0:00 ./prog1
23083 pts/4    R+     0:00 ./prog1
23084 pts/4    R+     0:00 ./prog1
23085 pts/4    R+     0:00 ./prog1
23086 pts/4    R+     0:00 ./prog1
23087 pts/4    R+     0:00 ./prog1
23088 pts/4    R+     0:00 ./prog1
23089 pts/4    R+     0:00 ./prog1
23090 pts/4    R+     0:00 ./prog1
23091 pts/4    R+     0:00 ./prog1
23092 pts/4    R+     0:00 ./prog1
23093 pts/4    R+     0:00 ./prog1
23094 pts/4    R+     0:00 ./prog1
23095 pts/4    R+     0:00 ./prog1
23096 pts/4    R+     0:00 ./prog1
23097 pts/4    R+     0:00 ./prog1
23098 pts/4    R+     0:00 ./prog1
23099 pts/4    R+     0:00 ./prog1
23100 pts/4    R+     0:00 ./prog1
23101 pts/4    R+     0:00 ./prog1
23102 pts/4    R+     0:00 ./prog1
23103 pts/4    R+     0:00 ./prog1
23104 pts/4    R+     0:00 ./prog1
23105 pts/4    R+     0:00 ./prog1
23106 pts/4    R+     0:00 ./prog1
23107 pts/4    R+     0:00 ./prog1
23108 pts/4    R+     0:00 ./prog1
23109 pts/4    R+     0:00 ./prog1
23110 pts/4    R+     0:00 ./prog1
23111 pts/4    R+     0:00 ./prog1
23112 pts/4    R+     0:00 ./prog1
23113 pts/4    R+     0:00 ./prog1
23114 pts/4    R+     0:00 ./prog1
23115 pts/4    R+     0:00 ./prog1
23116 pts/4    R+     0:00 ./prog1
23117 pts/4    R+     0:00 ./prog1
23118 pts/4    R+     0:00 ./prog1
23119 pts/4    R+     0:00 ./prog1
23120 pts/4    R+     0:00 ./prog1
23121 pts/4    R+     0:00 ./prog1
23122 pts/4    R+     0:00 ./prog1
23123 pts/4    R+     0:00 ./prog1
23124 pts/4    R+     0:00 ./prog1
23125 pts/4    R+     0:00 ./prog1
23126 pts/4    R+     0:00 ./prog1
23127 pts/4    R+     0:00 ./prog1
23128 pts/4    R+     0:00 ./prog1
23129 pts/4    R+     0:00 ./prog1
23130 pts/4    R+     0:00 ./prog1
23131 pts/4    R+     0:00 ./prog1
23132 pts/4    R+     0:00 ./prog1
23133 pts/4    R+     0:00 ./prog1
23134 pts/4    R+     0:00 ./prog1
23135 pts/4    R+     0:00 ./prog1
23136 pts/4    R+     0:00 ./prog1
23137 pts/4    R+     0:00 ./prog1
23138 pts/4    R+     0:00 ./prog1
23139 pts/4    R+     0:00 ./prog1
23140 pts/4    R+     0:00 ./prog1
23141 pts/4    R+     0:00 ./prog1
23142 pts/4    R+     0:00 ./prog1
23143 pts/4    R+     0:00 ./prog1
23144 pts/4    R+     0:00 ./prog1
23145 pts/4    R+     0:00 ./prog1
23146 pts/4    R+     0:00 ./prog1
23147 pts/4    R+     0:00 ./prog1
23148 pts/4    R+     0:00 ./prog1
23149 pts/4    R+     0:00 ./prog1
23150 pts/4    R+     0:00 ./prog1
23151 pts/4    R+     0:00 ./prog1
23152 pts/4    R+     0:00 ./prog1
23153 pts/4    R+     0:00 ./prog1
23154 pts/4    R+     0:00 ./prog1
23155 pts/4    R+     0:00 ./prog1
23156 pts/4    R+     0:00 ./prog1
23157 pts/4    R+     0:00 ./prog1
23158 pts/4    R+     0:00 ./prog1
23159 pts/4    R+     0:00 ./prog1
23160 pts/4    R+     0:00 ./prog1
23161 pts/4    R+     0:00 ./prog1
23162 pts/4    R+     0:00 ./prog1
23163 pts/4    R+     0:00 ./prog1
23164 pts/4    R+     0:00 ./prog1
23165 pts/4    R+     0:00 ./prog1
23166 pts/4    R+     0:00 ./prog1
23167 pts/4    R+     0:00 ./prog1
23168 pts/4    R+     0:00 ./prog1
23169 pts/4    R+     0:00 ./prog1
23170 pts/4    R+     0:00 ./prog1
23171 pts/4    R+     0:00 ./prog1
23172 pts/4    R+     0:00 ./prog1
23173 pts/4    R+     0:00 ./prog1
23174 pts/4    R+     0:00 ./prog1
23175 pts/4    R+     0:00 ./prog1
23176 pts/4    R+     0:00 ./prog1
23177 pts/4    R+     0:00 ./prog1
23178 pts/4    R+     0:00 ./prog1
23179 pts/4    R+     0:00 ./prog1
23180 pts/4    R+     0:00 ./prog1
23181 pts/4    R+     0:00 ./prog1
23182 pts/4    R+     0:00 ./prog1
23183 pts/4    R+     0:00 ./prog1
23184 pts/4    R+     0:00 ./prog1
23185 pts/4    R+     0:00 ./prog1
23186 pts/4    R+     0:00 ./prog1
23187 pts/4    R+     0:00 ./prog1
23188 pts/4    R+     0:00 ./prog1
23189 pts/4    R+     0:00 ./prog1
23190 pts/4    R+     0:00 ./prog1
23191 pts/4    R+     0:00 ./prog1
23192 pts/4    R+     0:00 ./prog1
23193 pts/4    R+     0:00 ./prog1
23194 pts/4    R+     0:00 ./prog1
23195 pts/4    R+     0:00 ./prog1
23196 pts/4    R+     0:00 ./prog1
23197 pts/4    R+     0:00 ./prog1
23198 pts/4    R+     0:00 ./prog1
23199 pts/4    R+     0:00 ./prog1
23200 pts/4    R+     0:00 ./prog1
23201 pts/4    R+     0:00 ./prog1
23202 pts/4    R+     0:00 ./prog1
23203 pts/4    R+     0:00 ./prog1
23204 pts/4    R+     0:00 ./prog1
23205 pts/4    R+     0:00 ./prog1
23206 pts/4    R+     0:00 ./prog1
23207 pts/4    R+     0:00 ./prog1
23208 pts/4    R+     0:00 ./prog1
23209 pts/4    R+     0:00 ./prog1
23210 pts/4    R+     0:00 ./prog1
23211 pts/4    R+     0:00 ./prog1
23212 pts/4    R+     0:00 ./prog1
23213 pts/4    R+     0:00 ./prog1
23214 pts/4    R+     0:00 ./prog1
23215 pts/4    R+     0:00 ./prog1
23216 pts/4    R+     0:00 ./prog1
23217 pts/4    R+     0:00 ./prog1
23218 pts/4    R+     0:00 ./prog1
23219 pts/4    R+     0:00 ./prog1
23220 pts/4    R+     0:00 ./prog1
23221 pts/4    R+     0:00 ./prog1
23222 pts/4    R+     0:00 ./prog1
23223 pts/4    R+     0:00 ./prog1
23224 pts/4    R+     0:00 ./prog1
23225 pts/4    R+     0:00 ./prog1
23226 pts/4    R+     0:00 ./prog1
23227 pts/4    R+     0:00 ./prog1
23228 pts/4    R+     0:00 ./prog1
23229 pts/4    R+     0:00 ./prog1
23230 pts/4    R+     0:00 ./prog1
23231 pts/4    R+     0:00 ./prog1
23232 pts/4    R+     0:00 ./prog1
23233 pts/4    R+     0:00 ./prog1
23234 pts/4    R+     0:00 ./prog1
23235 pts/4    R+     0:00 ./prog1
23236 pts/4    R+     0:00 ./prog1
23237 pts/4    R+     0:00 ./prog1
23238 pts/4    R+     0:00 ./prog1
23239 pts/4    R+     0:00 ./prog1
23240 pts/4    R+     0:00 ./prog1
23241 pts/4    R+     0:00 ./prog1
23242 pts/4    R+     0:00 ./prog1
23243 pts/4    R+     0:00 ./prog1
23244 pts/4    R+     0:00 ./prog1
23245 pts/4    R+     0:00 ./prog1
23246 pts/4    R+     0:00 ./prog1
23247 pts/4    R+     0:00 ./prog1
23248 pts/4    R+     0:00 ./prog1
23249 pts/4    R+     0:00 ./prog1
23250 pts/4    R+     0:00 ./prog1
23251 pts/4    R+     0:00 ./prog1
23252 pts/4    R+     0:00 ./prog1
23253 pts/4    R+     0:00 ./prog1
23254 pts/4    R+     0:00 ./prog1
23255 pts/4    R+     0:00 ./prog1
23256 pts/4    R+     0:00 ./prog1
23257 pts/4    R+     0:00 ./prog1
23258 pts/4    R+     0:00 ./prog1
23259 pts/4    R+     0:00 ./prog1
23260 pts/4    R+     0:00 ./prog1
23261 pts/4    R+     0:00 ./prog1
23262 pts/4    R+     0:00 ./prog1
23263 pts/4    R+     0:00 ./prog1
23264 pts/4    R+     0:00 ./prog1
23265 pts/4    R+     0:00 ./prog1
23266 pts/4    R+     0:00 ./prog1
23267 pts/4    R+     0:00 ./prog1
23268 pts/4    R+     0:00 ./prog1
23269 pts/4    R+     0:00 ./prog1
23270 pts/4    R+     0:00 ./prog1
23271 pts/4    R+     0:00 ./prog1
23272 pts/4    R+     0:00 ./prog1
23273 pts/4    R+     0:00 ./prog1
23274 pts/4    R+     0:00 ./prog1
23275 pts/4    R+     0:00 ./prog1
23276 pts/4    R+     0:00 ./prog1
23277 pts/4    R+     0:00 ./prog1
23278 pts/4    R+     0:00 ./prog1
23279 pts/4    R+     0:00 ./prog1
23280 pts/4    R+     0:00 ./prog1
23281 pts/4    R+     0:00 ./prog1
23282 pts/4    R+     0:00 ./prog1
23283 pts/4    R+     0:00 ./prog1
23284 pts/4    R+     0:00 ./prog1
23285 pts/4    R+     0:00 ./prog1
23286 pts/4    R+     0:00 ./prog1
23287 pts/4    R+     0:00 ./prog1
23288 pts/4    R+     0:00 ./prog1
23289 pts/4    R+     0:00 ./prog1
23290 pts/4    R+     0:00 ./prog1
23291 pts/4    R+     0:00 ./prog1
23292 pts/4    R+     0:00 ./prog1
23293 pts/4    R+     0:00 ./prog1
23294 pts/4    R+     0:00 ./prog1
23295 pts/4    R+     0:00 ./prog1
23296 pts/4    R+     0:00 ./prog1
23297 pts/4    R+     0:00 ./prog1
23298 pts/4    R+     0:00 ./prog1
23299 pts/4    R+     0:00 ./prog1
23300 pts/4    R+     0:00 ./prog1
23301 pts/4    R+     0:00 ./prog1
23302 pts/4    R+     0:00 ./prog1
23303 pts/4    R+     0:00 ./prog1
23304 pts/4    R+     0:00 ./prog1
23305 pts/4    R+     0:00 ./prog1
23306 pts/4    R+     0:00 ./prog1
23307 pts/4    R+     0:00 ./prog1
23308 pts/4    R+     0:00 ./prog1
23309 pts/4    R+     0:00 ./prog1
23310 pts/4    R+     0:00 ./prog1
23311 pts/4    R+     0:00 ./prog1
23312 pts/4    R+     0:00 ./prog1
23313 pts/4    R+     0:00 ./prog1
23314 pts/4    R+     0:00 ./prog1
23315 pts/4    R+     0:00 ./prog1
23316 pts/4    R+     0:00 ./prog1
23317 pts/4    R+     0:00 ./prog1
23318 pts/4    R+     0:00 ./prog1
23319 pts/4    R+     0:00 ./prog1
23320 pts/4    R+     0:00 ./prog1
23321 pts/4    R+     0:00 ./prog1
23322 pts/4    R+     0:00 ./prog1
23323 pts/4    R+     0:00 ./prog1
23324 pts/4    R+     0:00 ./prog1
23325 pts/4    R+     0:00 ./prog1
23326 pts/4    R+     0:00 ./prog1
23327 pts/4    R+     0:00 ./prog1
23328 pts/4    R+     0:00 ./prog1
23329 pts/4    R+     0:00 ./prog1
23330 pts/4    R+     0:00 ./prog1
23331 pts/4    R+     0:00 ./prog1
23332 pts/4    R+     0:00 ./prog1
23333 pts/4    R+     0:00 ./prog1
23334 pts/4    R+     0:00 ./prog1
23335 pts/4    R+     0:00 ./prog1
23336 pts/4    R+     0:00 ./prog1
23337 pts/4    R+     0:00 ./prog1
23338 pts/4    R+     0:00 ./prog1
23339 pts/4    R+     0:00 ./prog1
23340 pts/4    R+     0:00 ./prog1
23341 pts/4    R+     0:00 ./prog1
23342 pts/4    R+     0:00 ./prog1
23343 pts/4    R+     0:00 ./prog1
23344 pts/4    R+     0:00 ./prog1
23345 pts/4    R+     0:00 ./prog1
23346 pts/4    R+     0:00 ./prog1
23347 pts/4    R+     0:00 ./prog1
23348 pts/4    R+     0:00 ./prog1
23349 pts/4    R+     0:00 ./prog1
23350 pts/4    R+     0:00 ./prog1
23351 pts/4    R+     0:00 ./prog1
23352 pts/4    R+     0:00 ./prog1
23353 pts/4    R+     0:00 ./prog1
23354 pts/4    R+     0:00 ./prog1
23355 pts/4    R+     0:00 ./prog1
23356 pts/4    R+     0:00 ./prog1
23357 pts/4    R+     0:00 ./prog1
23358 pts/4    R+     0:00 ./prog1
23359 pts/4    R+     0:00 ./prog1
23360 pts/4    R+     0:00 ./prog1
23361 pts/4    R+     0:00 ./prog1
23362 pts/4    R+     0:00 ./prog1
23363 pts/4    R+     0:00 ./prog1
23364 pts/4    R+     0:00 ./prog1
23365 pts/4    R+     0:00 ./prog1
23366 pts/4    R+     0:00 ./prog1
23367 pts/4    R+     0:00 ./prog1
23368 pts/4    R+     0:00 ./prog1
23369 pts/4    R+     0:00 ./prog1
23370 pts/4    R+     0:00 ./prog1
23371 pts/4    R+     0:00 ./prog1
23372 pts/4    R+     0:00 ./prog1
23373 pts/4    R+     0:00 ./prog1
23374 pts/4    R+     0:00 ./prog1
23375 pts/4    R+     0:00 ./prog1
23376 pts/4    R+     0:00 ./prog1
23377 pts/4    R+     0:00 ./prog1
23378 pts/4    R+     0:00 ./prog1
23379 pts/4    R+     0:00 ./prog1
23380 pts/4    R+     0:00 ./prog1
23381 pts/4    R+     0:00 ./prog1
23382 pts/4    R+     0:00 ./prog1
23383 pts/4    R+     0:00 ./prog1
23384 pts/4    R+     0:00 ./prog1
23385 pts/4    R+     0:00 ./prog1
23386 pts/4    R+     0:00 ./prog1
23387 pts/4    R+     0:00 ./prog1
23388 pts/4    R+     0:00 ./prog1
23389 pts/4    R+     0:00 ./prog1
23390 pts/4    R+     0:00 ./prog1
23391 pts/4    R+     0:00 ./prog1
23392 pts/4    R+     0:00 ./prog1
23393 pts/4    R+     0:00 ./prog1
23394 pts/4    R+     0:00 ./prog1
23395 pts/4    R+     0:00 ./prog1
23396 pts/4    R+     0:00 ./prog1
23397 pts/4    R+     0:00 ./prog1
23398 pts/4    R+     0:00 ./prog1
23399 pts/4    R+     0:00 ./prog1
23400 pts/4    R+     0:00 ./prog1
23401 pts/4    R+     0:00 ./prog1
23402 pts/4    R+     0:00 ./prog1
23403 pts/4    R+     0:00 ./prog1
23404 pts/4    R+     0:00 ./prog1
23405 pts/4    R+     0:00 ./prog1
23406 pts/4    R+     0:00 ./prog1
23407 pts/4    R+     0:00 ./prog1
23408 pts/4    R+     0:00 ./prog1
23409 pts/4    R+     0:00 ./prog1
23410 pts/4    R+     0:00 ./prog1
23411 pts/4    R+     0:00 ./prog1
23412 pts/4    R+     0:00 ./prog1
23413 pts/4    R+     0:00 ./prog1
23414 pts/4    R+     0:00 ./prog1
23415 pts/4    R+     0:00 ./prog1
23416 pts/4    R+     0:00 ./prog1
23417 pts/4    R+     0:00 ./prog1
23418 pts/4    R+     0:00 ./prog1
23419 pts/4    R+     0:00 ./prog1
23420 pts/4    R+     0:00 ./prog1
23421 pts/4    R+     0:00 ./prog1
23422 pts/4    R+     0:00 ./prog1
23423 pts/4    R+     0:00 ./prog1
23424 pts/4    R+     0:00 ./prog1
23425 pts/4    R+     0:00 ./prog1
23426 pts/4    R+     0:00 ./prog1
23427 pts/4    R+     0:00 ./prog1
23428 pts/4    R+     0:00 ./prog1
23429 pts/4    R+     0:00 ./prog1
23430 pts/4    R+     0:00 ./prog1
23431 pts/4    R+     0:00 ./prog1
23432 pts/4    R+     0:00 ./prog1
23433 pts/4    R+     0:00 ./prog1
23434 pts/4    R+     0:00 ./prog1
23435 pts/4    R+     0:00 ./prog1
23436 pts/4    R+     0:00 ./prog1
23437 pts/4    R+     0:00 ./prog1
23438 pts/4    R+     0:00 ./prog1
23439 pts/4    R+     0:00 ./prog1
23440 pts/4    R+     0:00 ./prog1
23441 pts/4    R+     0:00 ./prog1
23442 pts/4    R+     0:00 ./prog1
23443 pts/4    R+     0:00 ./prog1
23444 pts/4    R+     0:00 ./prog1
23445 pts/4    R+     0:00 ./prog1
23446 pts/4    R+     0:00 ./prog1
23447 pts/4    R+     0:00 ./prog1
23448 pts/4    R+     0:00 ./prog1
23449 pts/4    R+     0:00 ./prog1
23450 pts/4    R+     0:00 ./prog1
23451 pts/4    R+     0:00 ./prog1
23452 pts/4    R+     0:00 ./prog1
23453 pts/4    R+     0:00 ./prog1
23454 pts/4    R+     0:00 ./prog1
23455 pts/4    R+     0:00 ./prog1
23456 pts/4    R+     0:00 ./prog1
23457 pts/4    R+     0:00 ./prog1
23458 pts/4    R+     0:00 ./prog1
23459 pts/4    R+     0:00 ./prog1
23460 pts/4    R+     0:00 ./prog1
23461 pts/4    R+     0:00 ./prog1
23462 pts/4    R+     0:00 ./prog1
23463 pts/4    R+     0:00 ./prog1
23464 pts/4    R+     0:00 ./prog1
23465 pts/4    R+     0:00 ./prog1
23466 pts/4    R+     0:00 ./prog1
23467 pts/4    R+     0:00 ./prog1
23468 pts/4    R+     0:00 ./prog1
23469 pts/4    R+     0:00 ./prog1
23470 pts/4    R+     0:00 ./prog1
23471 pts/4    R+     0:00 ./prog1
23472 pts/4    R+     0:00 ./prog1
23473 pts/4    R+     0:00 ./prog1
23474 pts/4    R+     0:00 ./prog1
23475 pts/4    R+     0:00 ./prog1
23476 pts/4    R+     0:00 ./prog1
23477 pts/4    R+     0:00 ./prog1
23478 pts/4    R+     0:00 ./prog1
23479 pts/4    R+     0:00 ./prog1
23480 pts/4    R+     0:00 ./prog1
23481 pts/4    R+     0:00 ./prog1
23482 pts/4    R+     0:00 ./prog1
23483 pts/4    R+     0:00 ./prog1
23484 pts/4    R+     0:00 ./prog1
23485 pts/4    R+     0:00 ./prog1
23486 pts/4    R+     0:00 ./prog1
23487 pts/4    R+     0:00 ./prog1
23488 pts/4    R+     0:00 ./prog1
23489 pts/4    R+     0:00 ./prog1
23490 pts/4    R+     0:00 ./prog1
23491 pts/4    R+     0:00 ./prog1
23492 pts/4    R+     0:00 ./prog1
23493 pts/4    R+     0:00 ./prog1
23494 pts/4    R+     0:00 ./prog1
23495 pts/4    R+     0:00 ./prog1
23496 pts/4    R+     0:00 ./prog1
23497 pts/4    R+     0:00 ./prog1
23498 pts/4    R+     0:00 ./prog1
23499 pts/4    R+     0:00 ./prog1
23500 pts/4    R+     0:00 ./prog1
23501 pts/4    R+     0:00 ./prog1
23502 pts/4    R+     0:00 ./prog1
23503 pts/4    R+     0:00 ./prog1
23504 pts/4    R+     0:00 ./prog1
23505 pts/4    R+     0:00 ./prog1
23506 pts/4    R+     0:00 ./prog1
23507 pts/4    R+     0:00 ./prog1
23508 pts/4    R+     0:00 ./prog1
23509 pts/4    R+     0:00 ./prog1
23510 pts/4    R+     0:00 ./prog1
23511 pts/4    R+     0:00 ./prog1
23512 pts/4    R+     0:00 ./prog1
23513 pts/4    R+     0:00 ./prog1
23514 pts/4    R+     0:00 ./prog1
23515 pts/4    R+     0:00 ./prog1
23516 pts/4    R+     0:00 ./prog1
23517 pts/4    R+     0:00 ./prog1
23518 pts/4    R+     0:00 ./prog1
23519 pts/4    R+     0:00 ./prog1
23520 pts/4    R+     0:00 ./prog1
23521 pts/4    R+     0:00 ./prog1
23522 pts/4    R+     0:00 ./prog1
23523 pts/4    R+     0:00 ./prog1
23524 pts/4    R+     0:00 ./prog1
23525 pts/4    R+     0:00 ./prog1
23526 pts/4    R+     0:00 ./prog1
23527 pts/4    R+     0:00 ./prog1
23528 pts/4    R+     0:00 ./prog1
23529 pts/4    R+     0:00 ./prog1
23530 pts/4    R+     0:00 ./prog1
23531 pts/4    R+     0:00 ./prog1
23532 pts/4    R+     0:00 ./prog1
23533 pts/4    R+     0:00 ./prog1
23534 pts/4    R+     0:00 ./prog1
23535 pts/4    R+     0:00 ./prog1
23536 pts/4    R+     0:00 ./prog1
23537 pts/4    R+     0:00 ./prog1
23538 pts/4    R+     0:00 ./prog1
23539 pts/4    R+     0:00 ./prog1
23540 pts/4    R+     0:00 ./prog1
23541 pts/4    R+     0:00 ./prog1
23542 pts/4    R+     0:00 ./prog1
23543 pts/4    R+     0:00 ./prog1
23544 pts/4    R+     0:00 ./prog1
23545 pts/4    R+     0:00 ./prog1
23546 pts/4    R+     0:00 ./prog1
23547 pts/4    R+     0:00 ./prog1
23548 pts/4    R+     0:00 ./prog1
23549 pts/4    R+     0:00 ./prog1
23550 pts/4    R+     0:00 ./prog1
23551 pts/4    R+     0:00 ./prog1
23552 pts/4    R+     0:00 ./prog1
23553 pts/4    R+     0:00 ./prog1
23554 pts/4    R+     0:00 ./prog1
23555 pts/4    R+     0:00 ./prog1
23556 pts/4    R+     0:00 ./prog1
23557 pts/4    R+     0:00 ./prog1
23558 pts/4    R+     0:00 ./prog1
23559 pts/4    R+     0:00 ./prog1
23560 pts/4    R+     0:00 ./prog1
23561 pts/4    R+     0:00 ./prog1
23562 pts/4    R+     0:00 ./prog1
23563 pts/4    R+     0:00 ./prog1
23564 pts/4    R+     0:00 ./prog1
23565 pts/4    R+     0:00 ./prog1
23566 pts/4    R+     0:00 ./prog1
23567 pts/4    R+     0:00 ./prog1
23568 pts/4    R+     0:00 ./prog1
23569 pts/4    R+     0:00 ./prog1
23570 pts/4    R+     0:00 ./prog1
23571 pts/4    R+     0:00 ./prog1
23572 pts/4    R+     0:00 ./prog1
23573 pts/4    R+     0:00 ./prog1
23574 pts/4    R+     0:00 ./prog1
23575 pts/4    R+     0:00 ./prog1
23576 pts/4    R+     0:00 ./prog1
23577 pts/4    R+     0:00 ./prog1
23578 pts/4    R+     0:00 ./prog1
23579 pts/4    R+     0:00 ./prog1
23580 pts/4    R+     0:00 ./prog1
23581 pts/4    R+     0:00 ./prog1
23582 pts/4    R+     0:00 ./prog1
23583 pts/4    R+     0:00 ./prog1
23584 pts/4    R+     0:00 ./prog1
23585 pts/4    R+     0:00 ./prog1
23586 pts/4    R+     0:00 ./prog1
23587 pts/4    R+     0:00 ./prog1
23588 pts/4    R+     0:00 ./prog1
23589 pts/4    R+     0:00 ./prog1
23590 pts/4    R+     0:00 ./prog1
23591 pts/4    R+     0:00 ./prog1
23592 pts/4    R+     0:00 ./prog1
23593 pts/4    R+     0:00 ./prog1
23594 pts/4    R+     0:00 ./prog1
23595 pts/4    R+     0:00 ./prog1
23596 pts/4    R+     0:00 ./prog1
23597 pts/4    R+     0:00 ./prog1
23598 pts/4    R+     0:00 ./prog1
23599 pts/4    R+     0:00 ./prog1
23600 pts/4    R+     0:00 ./prog1
23601 pts/4    R+     0:00 ./prog1
23602 pts/4    R+     0:00 ./prog1
